subject,trial,face,trial_type,rt,HandScored_scr,raw_scr,scr,response
19,9,0.55,CSUS,1321,,1.522,1.233693641,2
19,10,0.55,CS,669,,1.667,1.291123542,2
19,12,0.55,CSUS,910,,2.236,1.495326051,2
19,15,0.55,CS,1005,,1.936,1.39140217,2
19,16,0.55,CSUS,1133,,2.746,1.657105911,2
19,18,0.55,CSUS,939,,1.969,1.403210604,2
19,20,0.55,CSUS,865,,1.252,1.118928058,2
19,22,0.55,CS,881,,2.351,1.533297101,2
19,23,0.55,CSUS,1237,,1.429,1.19540788,2
19,25,0.55,CSUS,982,,2.52,1.587450787,2
19,29,0.55,CSUS,1027,,1.348,1.161034022,2
20,2,0.55,CS,1239,,0.43,0.655743852,2
20,3,0.55,CS,985,,0.495,0.703562364,2
20,4,0.55,CS,1490,,0.5,0.707106781,2
20,7,0.55,CSUS,898,,0.178,0.421900462,2
20,9,0.55,CSUS,911,,0.633,0.795612971,2
20,10,0.55,CS,1162,,0.387,0.622093241,2
20,12,0.55,CSUS,889,,0.901,0.949210198,2
20,15,0.55,CS,705,,0.897,0.947100839,2
20,16,0.55,CSUS,1330,,0.7,0.836660027,2
20,18,0.55,CSUS,1222,,0.495,0.703562364,2
20,20,0.55,CSUS,1227,,0.637,0.798122798,2
20,22,0.55,CS,1330,,0.265,0.514781507,2
20,23,0.55,CSUS,1390,,0.392,0.626099034,2
20,25,0.55,CSUS,1309,,0.425,0.651920241,2
20,29,0.55,CSUS,1416,,0.329,0.573585216,2
