subject,trial,face,trial_type,rt,HandScored_scr,raw_scr,scr,response
7,25,0.55,CSUS,1358,,3.704,1.924577876,2
7,26,0.11,CS,1229,,0.331,0.575325995,1
7,27,0.11,CS,1549,,3.619,1.902366947,1
7,28,0.11,CS,1134,,0.271,0.520576603,1
7,29,0.55,CSUS,1006,,2.726,1.651060265,2
7,30,0.11,CS,1307,,0.083,0.288097206,1
8,1,0.55,CS,1659,,0.511,0.71484264,2
8,2,0.11,CS,168,,1.455,1.206233808,2
8,3,0.55,CS,2227,,0.325,0.570087713,2
8,4,0.55,CS,1011,,0.152,0.389871774,2
8,5,0.11,CS,768,,0.5,0.707106781,1
8,6,0.11,CS,1459,,0.021,0.144913767,1
8,7,0.55,CSUS,129,,3.987,1.996747355,2
8,8,0.11,CS,1004,,0.154,0.392428337,1
8,9,0.55,CSUS,1074,,3.083,1.755847374,2
8,10,0.55,CS,1747,,1.445,1.202081528,2
8,11,0.11,CS,822,,1.174,1.083512806,1
8,12,0.55,CSUS,789,,2.221,1.490301983,2
8,13,0.11,CS,707,,1.829,1.352405265,1
8,14,0.11,CS,663,,0.19,0.435889894,1
8,15,0.55,CS,703,,0.186,0.431277173,2
8,16,0.55,CSUS,1185,,3.067,1.751285242,2
8,17,0.11,CS,939,,0.695,0.8336666,1
8,18,0.55,CSUS,720,,3.004,1.733205123,2
8,19,0.11,CS,757,,2.05,1.431782106,1
8,20,0.55,CSUS,636,,2.267,1.505656003,2
8,21,0.11,CS,682,,0.634,0.796241169,1
8,22,0.55,CS,884,,0.077,0.277488739,2
8,23,0.55,CSUS,672,,1.438,1.199166377,2
8,24,0.11,CS,863,,0.138,0.371483512,1
8,25,0.55,CSUS,974,,1.799,1.341268057,2
8,26,0.11,CS,867,,0.047,0.216794834,1
8,27,0.11,CS,1033,,0.036,0.18973666,1
8,28,0.11,CS,972,,0.329,0.573585216,1
8,29,0.55,CSUS,721,,2.699,1.642863354,2
8,30,0.11,CS,652,,2.018,1.420563269,1
9,1,0.11,CS,2077,,0.305,0.552268051,1
9,2,0.55,CS,1450,,0.218,0.466904701,2
9,3,0.11,CS,1363,,0.187,0.432434966,1
9,4,0.55,CS,1050,,0.027,0.164316767,2
9,5,0.55,CS,2007,,0.637,0.798122798,2
9,6,0.11,CS,1582,,0.065,0.254950976,1
9,7,0.55,CSUS,1626,,2.478,1.574166446,2
9,8,0.11,CS,2549,,0.119,0.344963766,1
9,9,0.55,CSUS,1606,,1.76,1.326649916,2
9,10,0.55,CS,1180,,1.324,1.150651989,2
9,11,0.11,CS,1701,,0.868,0.931665176,1
9,12,0.55,CSUS,1226,,2.008,1.417039167,2
9,13,0.11,CS,1586,,0.125,0.353553391,1
9,14,0.11,CS,1330,,0.273,0.522494019,1
9,15,0.55,CS,1115,,0.082,0.286356421,2
9,16,0.55,CSUS,1153,,1.029,1.014396372,2
9,17,0.11,CS,1060,,0.558,0.746993976,1
9,18,0.55,CSUS,1041,,1.622,1.273577638,2
9,19,0.11,CS,1756,,1.486,1.219015997,1
9,20,0.55,CSUS,1220,,0.775,0.880340843,2
9,21,0.11,CS,1154,,0.077,0.277488739,1
9,22,0.55,CS,1724,,0.268,0.517687164,2
9,23,0.55,CSUS,715,,1.354,1.163615057,2
9,24,0.11,CS,493,,0.129,0.3591657,1
9,25,0.55,CSUS,422,,0.187,0.432434966,2
9,26,0.11,CS,675,,0.346,0.588217647,1
9,27,0.11,CS,625,,0.074,0.27202941,1
9,28,0.11,CS,629,,0.024,0.154919334,1
9,29,0.55,CSUS,482,,0.527,0.725947657,2
9,30,0.11,CS,1002,,0.909,0.953414915,1
10,1,0.55,CS,1353,,1.065,1.031988372,2
10,2,0.11,CS,1198,,0.871,0.933273808,1
10,3,0.11,CS,1096,,1.37,1.170469991,1
10,4,0.55,CS,1020,,0.126,0.354964787,2
10,5,0.11,CS,662,,1.348,1.161034022,1
10,6,0.55,CS,798,,0.267,0.516720427,2
10,7,0.55,CSUS,1132,,3.007,1.734070356,2
10,8,0.11,CS,1099,,1.315,1.146734494,1
10,9,0.55,CSUS,578,,2.348,1.532318505,2
10,10,0.55,CS,731,,1.126,1.061131472,2
