subject,trial,face,trial_type,rt,HandScored_SCR,raw_scr,scr,response,phase
17,44,1,CS,709,,0,0,2,3
17,45,0.11,CS,838,,0,0,1,3
18,1,0.3,CS,876,,1.4313,1.196369508,1,1
18,2,0.55,CS,857,,2.3544,1.534405422,2,1
18,3,0.77,CS,804,,1.7761,1.332704018,2,1
18,4,0.11,CS,667,,1.4725,1.21346611,1,1
18,5,1,CS,1394,,1.5808,1.257298692,2,1
18,6,0.77,CS,1164,,0,0,2,1
18,7,0.55,CSUS,974,,0,0,1,1
18,8,0.55,CS,1122,,0,0,2,1
18,9,0.11,CS,1147,,1.7929,1.338992158,1,1
18,10,0.11,CS,1296,,0,0,1,1
18,11,0.77,CS,945,,1.0422,1.020881972,2,1
18,12,0.3,CS,907,,1.3123,1.145556633,1,1
18,13,1,CS,1367,,1.532,1.237739876,2,1
18,14,0.3,CS,669,,0,0,1,1
18,15,1,CS,642,,0,0,2,1
18,16,0.11,CS,494,,0.81329,0.901825926,1,2
18,17,0.3,CS,672,,1.4023,1.184187485,1,2
18,18,0.55,CSUS,1542,,2.349,1.532644773,2,2
18,19,0.77,CS,1229,,0,0,2,2
18,20,1,CS,816,,0.30365,0.551044463,2,2
18,21,0.11,CS,584,,0.37842,0.615158516,1,2
18,22,0.3,CS,699,,0,0,1,2
18,23,0.55,CS,829,,2.4216,1.556149093,2,2
18,24,0.77,CS,1456,,2.6276,1.620987353,2,2
18,25,1,CS,1054,,0,0,2,2
18,26,0.3,CS,724,,1.2711,1.127430707,1,2
18,27,0.55,CSUS,1211,,0,0,2,2
18,28,0.3,CS,647,,0,0,1,3
18,29,0.55,CS,1558,,2.0187,1.420809628,2,3
18,30,0.11,CS,647,,0,0,1,2
18,31,1,CS,1205,,0,0,2,2
18,32,0.77,CS,1407,,1.5869,1.259722192,2,2
18,33,1,CS,980,,1.741,1.31946959,2,3
18,34,0.11,CS,819,,0,0,1,3
18,35,0.77,CS,764,,0,0,2,3
18,36,0.11,CS,828,,0,0,1,3
18,37,0.3,CS,595,,0,0,1,3
18,38,0.55,CS,1390,,5.8502,2.418718669,2,3
18,39,0.11,CS,874,,0,0,1,3
18,40,0.77,CS,1036,,0.53711,0.732877889,2,3
18,41,0.55,CS,1048,,1.9104,1.382172203,2,3
18,42,0.77,CS,947,,0,0,2,3
18,43,1,CS,787,,1.7426,1.320075755,2,3
18,44,0.3,CS,1042,,1.5427,1.242054749,1,3
18,45,1,CS,832,,0,0,2,3
19,1,0.3,CS,3781,,1.2634,1.124010676,1,1
19,2,0.55,CS,1214,,0,0,2,1
19,3,0.11,CS,1571,,0,0,1,1
19,4,1,CS,1550,,1.1703,1.081804049,2,1
19,5,0.77,CS,1227,,1.5976,1.263962025,2,1
19,6,1,CS,1085,,0.24109,0.491009165,2,1
19,7,1,CS,1305,,0.24567,0.495651087,2,1
19,8,0.77,CS,1325,,0,0,2,1
19,9,0.55,CSUS,2576,,0,0,1,1
19,10,0.3,CS,1370,,0.12207,0.349385174,1,1
19,11,0.11,CS,1519,,0.45166,0.672056545,1,1
19,12,0.11,CS,1467,,0.53253,0.729746531,1,1
19,13,0.77,CS,1423,,0.52948,0.727653764,2,1
19,14,0.3,CS,1527,,0,0,1,1
19,15,0.55,CS,4081,,2.1622,1.47044211,2,1
19,16,0.11,CS,1213,,0,0,1,2
19,17,0.3,CS,1602,,0.10986,0.331451354,1,2
19,18,0.55,CSUS,1765,,3.735,1.932614809,2,2
19,19,0.77,CS,1393,,0,0,2,2
19,20,1,CS,1399,,0,0,2,2
19,21,0.11,CS,1382,,0,0,1,2
19,22,0.3,CS,2620,,0,0,1,2
19,23,0.55,CS,2070,,1.1902,1.090962877,2,2
19,24,0.77,CS,1445,,0.8606,0.927685291,2,2
19,25,1,CS,1452,,0,0,2,2
19,26,0.11,CS,1678,,0,0,1,2
19,27,1,CS,1320,,0.34943,0.591126044,2,2
19,28,0.3,CS,1621,,0,0,1,2
19,29,0.11,CS,1704,,0.030518,0.174694018,1,3
19,30,0.3,CS,0,,0.14191,0.376709437,,3
19,31,0.77,CS,1294,,1.1307,1.063343783,2,2
19,32,1,CS,1541,,0,0,2,3
19,33,0.77,CS,1653,,1.1002,1.04890419,2,3
19,34,0.55,CSUS,1614,,0.06,0.244948974,1,2
19,35,0.55,CS,2046,,0,0,2,3
19,36,0.77,CS,1297,,2.2217,1.490536816,2,3
19,37,1,CS,1150,,0,0,2,3
19,38,0.3,CS,1451,,0,0,1,3
19,39,0.11,CS,1416,,0,0,1,3
19,40,0.55,CS,2254,,3.2181,1.793906352,2,3
19,41,1,CS,1203,,0,0,2,3
19,42,0.55,CS,2979,,2.0111,1.418132575,1,3
19,43,0.77,CS,1301,,0,0,2,3
19,44,0.3,CS,1287,,3.4088,1.846293584,1,3
19,45,0.11,CS,1175,,1.6266,1.275382296,1,3
20,1,0.55,CS,1255,,0.35706,0.597544977,2,1
20,2,1,CS,1454,,0,0,2,1
20,3,0.77,CS,1378,,0.23804,0.487893431,2,1
20,4,0.3,CS,1326,,0.66376,0.814714674,1,1
20,5,0.11,CS,1712,,0.66833,0.817514526,1,1
20,6,0.55,CS,2758,,0,0,2,1
20,7,0.3,CS,1936,,0,0,1,1
20,8,0.11,CS,1650,,0.6424,0.801498596,1,1
20,9,1,CS,1494,,0.55389,0.744237865,2,1
20,10,0.77,CS,1796,,0.36316,0.60262758,2,1
20,11,1,CS,1246,,0.15259,0.3906277,2,1
20,12,0.77,CS,1536,,0,0,2,1
20,13,0.11,CS,1681,,0.23804,0.487893431,1,1
20,14,0.55,CSUS,2016,,0,0,2,1
20,15,0.3,CS,1954,,0,0,1,1
20,16,0.11,CS,1623,,0,0,1,2
20,17,0.3,CS,1729,,1.0422,1.020881972,1,2
20,18,0.55,CSUS,1333,,0.643,0.801872808,2,2
20,19,0.77,CS,1473,,0.21515,0.463842646,2,2
20,20,1,CS,1222,,0,0,2,2
20,21,0.11,CS,1197,,0.11902,0.344992754,1,2
20,22,0.3,CS,1621,,0.094604,0.307577632,1,2
20,23,0.55,CS,2093,,0.43335,0.658293248,2,2
20,24,0.77,CS,1437,,0,0,2,2
20,25,1,CS,1300,,0,0,2,2
20,26,1,CS,1610,,0,0,2,2
20,27,0.3,CS,1581,,0.49286,0.702039885,1,2
20,28,0.55,CSUS,2412,,0,0,2,2
20,29,0.11,CS,1252,,0,0,1,2
20,30,0.55,CS,1377,,0.33875,0.582022336,2,3
20,31,0.77,CS,1239,,0.085449,0.292316609,2,2
20,32,0.77,CS,1350,,0,0,2,3
20,33,0.3,CS,1659,,0,0,1,3
20,34,0.11,CS,1308,,0,0,1,3
20,35,1,CS,1643,,0,0,2,3
20,36,0.55,CS,1445,,1.3855,1.17707264,2,3
20,37,0.11,CS,1192,,0.72174,0.849552824,1,3
20,38,1,CS,1241,,0,0,2,3
20,39,0.77,CS,1411,,0,0,2,3
20,40,0.3,CS,1569,,0.66376,0.814714674,1,3
20,41,1,CS,1248,,0.17395,0.417073135,2,3
20,42,0.77,CS,1631,,0.083923,0.289694667,2,3
20,43,0.55,CS,1584,,0.26855,0.518218101,2,3
20,44,0.11,CS,1275,,0,0,1,3
20,45,0.3,CS,1427,,0,0,1,3
